2550;;;;
2551;;;;
2552;;;;
2553;;;;
2554;;;;
2555;;;;
2556;;;;
2557;;;;
2558;;;;
2559;;;;
2560;;;;
2561;;;;
2562;;;;
2563;;;;
2564;;;;
2565;;;;
2566;;;;
2567;;;;
2568;;;;
2569;;;;
2570;;;;
2571;;;;
2572;;;;
2573;module;ietf-schc;RFC9363;
2574;data;/ietf-schc:schc;;
2575;;;;
2576;;;;
2577;;;;
2578;;;;
2579;;;;
2580;;;;
2581;;;;
2582;;;;
2583;;;;
2584;;;;
2585;;;;
2586;;;;
2587;;;;
2588;;;;
2589;;;;
2590;;;;
2591;;;;
2592;;;;
2593;;;;
2594;;;;
2595;;;;
2596;;;;
2597;data;/ietf-schc:schc/rule;RFC9363;
2598;data;/ietf-schc:schc/rule/rule-id-length;RFC9363;rule id
2599;data;/ietf-schc:schc/rule/rule-id-value;RFC9363;rule id
2600;data;/ietf-schc:schc/rule/rule-nature;RFC9363;rule id
2601;;;;
2602;;;;
2603;data;/ietf-schc:schc/rule/universal-option-entry;Universal Options;
2604;data;/ietf-schc:schc/rule/universal-option-entry/comp-decomp-action;Universal Options;
2605;data;/ietf-schc:schc/rule/universal-option-entry/comp-decomp-action-value;Universal Options;
2606;data;/ietf-schc:schc/rule/universal-option-entry/comp-decomp-action-value/index;Universal Options;
2607;data;/ietf-schc:schc/rule/universal-option-entry/comp-decomp-action-value/value;Universal Options;
2608;data;/ietf-schc:schc/rule/universal-option-entry/direction-indicator;Universal Options;
2609;data;/ietf-schc:schc/rule/universal-option-entry/field-length;Universal Options;
2610;data;/ietf-schc:schc/rule/universal-option-entry/field-position;Universal Options;
2611;data;/ietf-schc:schc/rule/universal-option-entry/matching-operator;Universal Options;
2612;data;/ietf-schc:schc/rule/universal-option-entry/matching-operator-value;Universal Options;
2613;data;/ietf-schc:schc/rule/universal-option-entry/matching-operator-value/index;Universal Options;
2614;data;/ietf-schc:schc/rule/universal-option-entry/matching-operator-value/value;Universal Options;
2615;data;/ietf-schc:schc/rule/universal-option-entry/option-id;Universal Options;
2616;data;/ietf-schc:schc/rule/universal-option-entry/space-id;Universal Options;
2617;data;/ietf-schc:schc/rule/universal-option-entry/target-value;Universal Options;
2618;data;/ietf-schc:schc/rule/universal-option-entry/target-value/index;Universal Options;
2619;data;/ietf-schc:schc/rule/universal-option-entry/target-value/value;Universal Options;
2620;data;/ietf-schc:schc/rule/entry;"""RFC9363""";Compression in rule entry
2621;data;/ietf-schc:schc/rule/entry/comp-decomp-action;"""RFC9363""";Compression in rule entry
2622;data;/ietf-schc:schc/rule/entry/comp-decomp-action-value;"""RFC9363""";Compression in rule entry
2623;data;/ietf-schc:schc/rule/entry/comp-decomp-action-value/index;"""RFC9363""";Compression in rule entry
2624;data;/ietf-schc:schc/rule/entry/comp-decomp-action-value/value;"""RFC9363""";Compression in rule entry
2625;data;/ietf-schc:schc/rule/entry/direction-indicator;"""RFC9363""";Compression in rule entry
2626;data;/ietf-schc:schc/rule/entry/field-id;"""RFC9363""";Compression in rule entry
2627;data;/ietf-schc:schc/rule/entry/field-length;"""RFC9363""";Compression in rule entry
2628;data;/ietf-schc:schc/rule/entry/field-position;"""RFC9363""";Compression in rule entry
2629;data;/ietf-schc:schc/rule/entry/matching-operator;"""RFC9363""";Compression in rule entry
2630;data;/ietf-schc:schc/rule/entry/matching-operator-value;"""RFC9363""";Compression in rule entry
2631;data;/ietf-schc:schc/rule/entry/matching-operator-value/index;"""RFC9363""";Compression in rule entry
2632;data;/ietf-schc:schc/rule/entry/matching-operator-value/value;"""RFC9363""";Compression in rule entry
2633;data;/ietf-schc:schc/rule/entry/target-value;"""RFC9363""";Compression in rule entry
2634;data;/ietf-schc:schc/rule/entry/target-value/index;"""RFC9363""";Compression in rule entry
2635;data;/ietf-schc:schc/rule/entry/target-value/value;"""RFC9363""";Compression in rule entry
2636;;;;
2637;;;;
2638;;;;
2639;;;;
2640;;;;
2641;;;;
2642;;;;
2643;;;;
2644;data;/ietf-schc:schc/rule/ack-behavior;"""RFC9363""";
2645;data;/ietf-schc:schc/rule/dtag-size;"""RFC9363""";
2646;data;/ietf-schc:schc/rule/inactivity-timer;"""RFC9363""";
2647;data;/ietf-schc:schc/rule/inactivity-timer/ticks-duration;"""RFC9363""";
2648;data;/ietf-schc:schc/rule/inactivity-timer/ticks-numbers;"""RFC9363""";
2649;data;/ietf-schc:schc/rule/l2-word-size;"""RFC9363""";
2650;data;/ietf-schc:schc/rule/max-ack-requests;"""RFC9363""";
2651;data;/ietf-schc:schc/rule/max-interleaved-frames;"""RFC9363""";
2652;data;/ietf-schc:schc/rule/maximum-packet-size;"""RFC9363""";
2653;data;/ietf-schc:schc/rule/rcs-algorithm;"""RFC9363""";
2654;data;/ietf-schc:schc/rule/retransmission-timer;"""RFC9363""";
2655;data;/ietf-schc:schc/rule/retransmission-timer/ticks-duration;"""RFC9363""";
2656;data;/ietf-schc:schc/rule/retransmission-timer/ticks-numbers;"""RFC9363""";
2657;data;/ietf-schc:schc/rule/tile-in-all-1;"""RFC9363""";
2658;data;/ietf-schc:schc/rule/tile-size;"""RFC9363""";
2659;data;/ietf-schc:schc/rule/window-size;"""RFC9363""";
2660;data;/ietf-schc:schc/rule/fcn-size;"""RFC9363""";
2661;data;/ietf-schc:schc/rule/w-size;"""RFC9363""";
2662;data;/ietf-schc:schc/rule/direction;"""RFC9363""";
2663;data;/ietf-schc:schc/rule/fragmentation-mode;"""RFC9363""";
2664;data;/ietf-schc:schc/rule/bitmap-format;"""RFC9441""";
2665;data;/ietf-schc:schc/rule/last-bitmap-compression;"""RFC9441""";
2666;;;;
2667;;;;
2668;;;;
2669;;;;
2670;;;;
2671;;;;
2672;;;;
2673;;;;
2674;;;;
2675;;;;
2676;;;;
2677;;;;
2678;;;;
2679;;;;
2680;;;;
2681;;;;
2682;;;;
2683;;;;
2684;;;;
2685;;;;
2686;;;;
2687;;;;
2688;;;;
2689;;;;
2690;;;;
2691;;;;
2692;;;;
2693;;;;
2694;;;;
2695;;;;
2696;;;;
2697;;;;
2698;;;;
2699;;;;
2700;;;;
2701;;;;
2702;;;;
2703;;;;
2704;;;;
2705;;;;
2706;;;;
2707;;;;
2708;;;;
2709;;;;
2710;;;;
2711;;;;
2712;;;;
2713;;;;
2714;;;;
2715;;;;
2716;;;;
2717;;;;
2718;;;;
2719;;;;
2720;;;;
2721;;;;
2722;;;;
2723;;;;
2724;;;;
2725;;;;
2726;;;;
2727;;;;
2728;;;;
2729;;;;
2730;;;;
2731;;;;
2732;;;;
2733;;;;
2734;;;;
2735;;;;
2736;;;;
2737;;;;
2738;;;;
2739;;;;
2740;;;;
2741;;;;
2742;;;;
2743;;;;
2744;;;;
2745;;;;
2746;;;;
2747;;;;
2748;;;;
2749;;;;
2750;;;;
2751;;;;
2752;;;;
2753;;;;
2754;;;;
2755;;;;
2756;;;;
2757;;;;
2758;;;;
2759;;;;
2760;;;;
2761;;;;
2762;;;;
2763;;;;
2764;;;;
2765;;;;
2766;;;;
2767;;;;
2768;;;;
2769;;;;
2770;;;;
2771;;;;
2772;;;;
2773;;;;
2774;;;;
2775;;;;
2776;;;;
2777;;;;
2778;;;;
2779;;;;
2780;;;;
2781;;;;
2782;;;;
2783;;;;
2784;;;;
2785;;;;
2786;;;;
2787;;;;
2788;;;;
2789;;;;
2790;identity;space-id-coap;Universal Options;
2791;;;;
2792;;;;
2793;;;;
2794;;;;
2795;;;;
2796;;;;
2797;;;;
2798;;;;
2799;;;;
2800;;;;
2801;;;;
2802;;;;
2803;;;;
2804;;;;
2805;;;reserved for ICMPv6;
2806;;;;
2807;;;;
2808;;;;
2809;;;;
2810;;;;
2811;;;;
2812;;;;
2813;;;;
2814;;;;
2815;;;;
2816;;;;
2817;;;;
2818;;;;
2819;identity;fid-coap-option-oscore-flags;"""RFC9363""";
2820;identity;fid-coap-option-oscore-kid;"""RFC9363""";
2821;identity;fid-coap-option-oscore-kidctx;"""RFC9363""";
2822;identity;fid-coap-option-oscore-piv;to be extended by RFC8824bis;
2823;;;;
2824;;;;
2825;;;;
2826;;;;
2827;;;;
2828;;;;
2829;;;;
2830;;;;
2831;;;;
2832;;;;
2833;;;;
2834;;;;
2835;;;;
2836;identity;fid-coap-code;"""RFC9363""";
2837;identity;fid-coap-code-class;"""RFC9363""";
2838;identity;fid-coap-code-detail;"""RFC9363""";
2839;identity;fid-coap-mid;"""RFC9363""";
2840;identity;fid-coap-option;"""RFC9363""";CoAP options have been overloaded by universal-options
2841;identity;fid-coap-tkl;"""RFC9363""";
2842;identity;fid-coap-token;"""RFC9363""";
2843;identity;fid-coap-type;"""RFC9363""";
2844;identity;fid-coap-version;;
2845;;;;
2846;;;;
2847;;;;
2848;identity;fid-udp-app-port;"""RFC9363""";
2849;identity;fid-udp-base-type;"""RFC9363""";
2850;identity;fid-udp-checksum;"""RFC9363""";
2851;identity;fid-udp-dev-port;"""RFC9363""";
2852;identity;fid-udp-length;"""RFC9363""";
2853;;;;
2854;identity;fid-ipv6-appiid;"""RFC9363""";
2855;identity;fid-ipv6-appprefix;"""RFC9363""";
2856;identity;fid-ipv6-base-type;"""RFC9363""";
2857;identity;fid-ipv6-deviid;"""RFC9363""";
2858;identity;fid-ipv6-devprefix;"""RFC9363""";
2859;identity;fid-ipv6-flowlabel;"""RFC9363""";
2860;identity;fid-ipv6-hoplimit;"""RFC9363""";
2861;identity;fid-ipv6-nextheader;"""RFC9363""";
2862;identity;fid-ipv6-payload-length;"""RFC9363""";
2863;identity;fid-ipv6-trafficclass;"""RFC9363""";
2864;identity;fid-ipv6-trafficclass-ds;"""RFC9363""";
2865;identity;fid-ipv6-trafficclass-ecn;"""RFC9363""";
2866;identity;fid-ipv6-version;"""RFC9363""";
2867;;;;
2868;;;;
2869;;;;
2870;;;;
2871;;;;
2872;;;;
2873;;;;
2874;;;;
2875;identity;di-bidirectional;"""RFC9363""";
2876;identity;di-down;"""RFC9363""";
2877;identity;di-up;"""RFC9363""";
2878;;;;
2879;;;;
2880;;;;
2881;;;;
2882;;;;
2883;identity;fl-token-length;"""RFC9363""";
2884;identity;fl-variable;"""RFC9363""";
2885;;;8824bis;
2886;;;8824bis;
2887;;;8824bis;
2888;;;;
2889;;;;
2890;;;;
2891;;;;
2892;;;;
2893;;;;
2894;identity;cda-appiid;"""RFC9363""";
2895;identity;cda-compute;"""RFC9363""";
2896;identity;cda-deviid;"""RFC9363""";
2897;identity;cda-lsb;"""RFC9363""";
2898;identity;cda-mapping-sent;"""RFC9363""";
2899;identity;cda-not-sent;"""RFC9363""";
2900;identity;cda-value-sent;"""RFC9363""";
2901;;;;
2902;;;;
2903;;;;
2904;;;;
2905;;;;
2906;;;;
2907;;;;
2908;identity;mo-equal;"""RFC9363""";
2909;identity;mo-ignore;"""RFC9363""";
2910;identity;mo-match-mapping;"""RFC9363""";
2911;identity;mo-msb;;
2912;;;;
2913;;;;
2914;;;;
2915;;;;
2916;;;;
2917;;;;
2918;identity;ack-behavior-after-all-0;"""RFC9363""";fragmentation parameters not subject to change dynamically
2919;identity;ack-behavior-after-all-1;"""RFC9363""";
2920;identity;ack-behavior-by-layer2;"""RFC9363""";
2921;;;;
2922;;;;
2923;identity;all-1-data-no;"""RFC9363""";
2924;identity;all-1-data-sender-choice;"""RFC9363""";
2925;identity;all-1-data-yes;"""RFC9363""";
2926;;;;
2927;identity;rcs-crc32;"""RFC9363""";
2928;;;;
2929;;;;
2930;;;;
2931;identity;fragmentation-mode-ack-always;"""RFC9363""";
2932;identity;fragmentation-mode-ack-on-error;"""RFC9363""";
2933;identity;fragmentation-mode-no-ack;"""RFC9363""";
2934;;;;
2935;identity;bitmap-RFC8724;"""RFC9441""";
2936;identity;bitmap-compound-ack;"""RFC9441""";
2937;;;;
2938;;;;
2939;;;;
2940;identity;nature-compression;"""RFC9363""";
2941;identity;nature-fragmentation;"""RFC9363""";
2942;identity;nature-no-compression;"""RFC9363""";
2943;;;;reserved for management
2944;;;;
2945;;;;
2946;;;;
2947;;;"""RFC9363""";
2948;feature;compression;"""RFC9363""";
2949;feature;fragmentation;;